author_id,project_id,commit_count,meets_minimum_commits
1226591,156751902,14,1
1226591,157109567,16,1
1226591,157533961,27,1
1226591,157640560,41,1
12294043,159710520,17,1
12294043,160399353,16,1
12294043,160784483,32,1
12294043,161667251,19,1
12294043,161856115,31,1
12294043,162299683,11,1
12372473,154128197,63,1
12372473,154259634,46,1
12372473,156085208,155,1
12372473,156088153,98,1
12397863,157467911,26,1
12397863,159200147,15,1
12397863,159283949,15,1
12397863,159784146,10,1
12397863,159791606,20,1
125871,156126509,13,1
125871,156307075,20,1
125871,156321283,157,1
125871,160016419,76,1
125871,160188338,85,1
12795943,160988579,80,1
12795943,161962969,13,1
12795943,162019434,38,1
12795943,162349417,33,1
1283205,157614094,17,1
1283205,158651241,22,1
1283205,159548899,22,1
1283205,160813667,138,1
1283205,160961361,29,1
1283205,161995232,17,1
1283205,168354564,14,1
1314356,156509788,38,1
1314356,159780799,38,1
1314356,160408685,38,1
1314356,162854165,38,1
13233893,155732756,29,1
13233893,155806492,29,1
13233893,158855141,10,1
13233893,160560382,137,1
1327929,156469375,20,1
1327929,156722815,97,1
1327929,156722816,53,1
1327929,157466080,22,1
1327929,157628027,15,1
135346,154049373,43,1
135346,156982506,23,1
135346,162862917,80,1
135346,162939258,13,1
1360173,155704597,19,1
1360173,155713500,11,1
1360173,156745269,27,1
1360173,156860596,10,1
13643952,154494065,64,1
13643952,154494067,65,1
13643952,154524192,14,1
13643952,154528329,19,1
13810377,154597235,37,1
13810377,155777162,17,1
13810377,155819872,66,1
13810377,156612770,13,1
13810377,156639739,41,1
13810377,156648398,85,1
13810377,156930432,20,1
13810377,157075062,10,1
13810377,157532328,23,1
13810377,157602494,18,1
13810377,157917470,21,1
13810377,157922529,17,1
13810377,158009977,48,1
13810377,158168873,13,1
13810377,158274865,11,1
13810377,158578529,10,1
13810377,158612791,12,1
13810377,158707244,12,1
13810377,158742455,12,1
13810377,159047242,13,1
13810377,159186419,37,1
13810377,159404780,65,1
13810377,159442502,200,1
13810377,159449512,239,1
13810377,159677069,14,1
13810377,159894246,71,1
13810377,159959479,18,1
13810377,160015759,13,1
13810377,160107769,11,1
13810377,160111745,20,1
13810377,160211731,36,1
13810377,160581063,16,1
13810377,160582417,10,1
13810377,160655519,11,1
13810377,160854434,20,1
13810377,160953362,19,1
13810377,161171201,91,1
13810377,161288876,17,1
13810377,161588284,14,1
13810377,162189300,14,1
13810377,162204093,10,1
13810377,162505537,16,1
13810377,162610890,24,1
13810377,163137586,10,1
13810377,163224468,11,1
13810377,163791068,107,1
13810377,165785187,24,1
13810377,170477109,13,1
13810377,171067231,13,1
13810377,171513419,60,1
13810377,172584063,16,1
13810377,174161393,10,1
13810377,177417177,49,1
13810377,177732592,53,1
13810377,179647254,11,1
13810377,185732776,60,1
1417537,161503618,113,1
1417537,162513513,68,1
1417537,162826688,40,1
1417537,167829763,32,1
1431627,157460525,214,1
1431627,160761550,214,1
1431627,160763538,214,1
1431627,160963451,213,1
1431627,161534488,212,1
1431627,161558117,213,1
1431627,162447476,214,1
1431627,162570381,214,1
1464199,155980407,67,1
1464199,159138058,102,1
1464199,160272955,45,1
1464199,167414257,30,1
149464,154538868,232,1
149464,156959620,22,1
149464,157619935,50,1
149464,159247846,294,1
149464,189076620,88,1
15,154481595,39,1
15,155794800,21,1
15,155855546,14,1
15,156047984,104,1
15,156527853,166,1
15,156730791,100,1
15,156793942,10,1
15,156818268,17,1
15,156915432,11,1
15,156998885,16,1
15,157593003,46,1
15,157724269,12,1
15,158663134,49,1
15,158831068,11,1
15,158964128,23,1
15,159254356,24,1
15,159370377,20,1
15,159477402,11,1
15,160012949,20,1
15,160315865,99,1
15,160747160,43,1
15,160899303,42,1
15,161016322,18,1
15,161426599,15,1
15,161728225,10,1
15,162053477,10,1
15,162184699,73,1
15,162418724,16,1
15,162436881,23,1
15,162532596,11,1
15,162591248,72,1
15,162641912,81,1
15,167411212,13,1
15,167818343,17,1
15,168376066,70,1
15,172439468,21,1
16135910,155614590,44,1
16135910,162488116,44,1
16135910,163021681,13,1
16135910,166826094,17,1
16135910,169865194,22,1
162756,154806370,14,1
162756,155370370,21,1
162756,157489796,21,1
162756,158308459,21,1
162756,158559407,21,1
162756,158872793,22,1
162756,159146263,12,1
162756,159382515,22,1
162756,159482029,16,1
162756,160159330,12,1
162756,160712993,22,1
168013,154529585,10,1
168013,156126509,14,1
168013,156272739,13,1
168013,156307075,15,1
168013,156321283,209,1
168013,160016419,55,1
168013,160188338,57,1
1748315,158728562,100,1
1748315,159028238,36,1
1748315,160130287,251,1
1748315,168651447,44,1
1752368,154486486,14,1
1752368,154519132,12,1
1752368,154531135,15,1
1752368,154599876,11,1
1752368,154680617,17,1
1752368,154842650,14,1
1752368,155351968,30,1
1752368,155691799,14,1
1752368,155827668,18,1
1752368,155862499,14,1
1752368,156071195,18,1
1752368,156260685,14,1
1752368,158169755,17,1
1752368,158823510,11,1
1754039,157770334,12,1
1754039,159939548,12,1
1754039,160385884,12,1
1754039,160541886,12,1
1754039,160764245,12,1
1754039,160833161,12,1
1754039,162593901,12,1
1754039,163081796,12,1
17633770,162990047,38,1
17633770,162996435,62,1
17633770,163005568,44,1
17633770,169559330,36,1
179693,157770700,33,1
179693,158687434,33,1
179693,158948687,33,1
179693,159487130,33,1
1840429,156099902,50,1
1840429,156100899,64,1
1840429,156700625,60,1
1840429,159456794,65,1
1840429,161813377,61,1
1840429,161954157,64,1
1840429,162687724,65,1
18556,154785492,30,1
18556,155667979,11,1
18556,157190233,485,1
18556,157649055,640,1
18556,157713442,134,1
18556,157973778,508,1
18556,159206172,222,1
18556,162744722,1171,1
18556,179513950,10,1
1897580,158274333,23,1
1897580,159086947,28,1
1897580,159169588,25,1
1897580,160126568,28,1
1897580,160172193,24,1
1897580,162984505,24,1
1897580,163096896,24,1
1921968,154538868,104,1
1921968,156959620,10,1
1921968,157619935,69,1
1921968,159247846,108,1
1921968,189076620,43,1
1947676,154645537,32,1
1947676,154663703,15,1
1947676,157475925,23,1
1947676,158689769,47,1
2020392,163052747,15,1
2020392,163052894,20,1
2020392,163052941,17,1
2020392,163053340,19,1
2020392,163053446,16,1
2020392,163053548,20,1
2020392,163095619,11,1
2020392,168480592,25,1
2105414,156099902,33,1
2105414,156100899,33,1
2105414,156700625,33,1
2105414,159456794,33,1
2105414,161813377,33,1
2105414,161954157,33,1
2105414,162687724,33,1
2105737,156780398,11,1
2105737,158293846,12,1
2105737,158293995,10,1
2105737,158639550,10,1
2105737,158640595,14,1
2105737,158642946,10,1
212879,154088331,26,1
212879,154504550,56,1
212879,162016511,14,1
212879,162144948,50,1
212879,162226440,14,1
218355,157502095,22,1
218355,159316133,77,1
218355,162434264,77,1
218355,162837108,122,1
218355,162902696,121,1
218355,162992426,121,1
2188014,156099902,25,1
2188014,156100899,25,1
2188014,156700625,25,1
2188014,159456794,25,1
2188014,161813377,25,1
2188014,161954157,25,1
2188014,162687724,25,1
219026,157294825,101,1
219026,159985179,33,1
219026,160144174,19,1
219026,161111186,91,1
220289,156099902,20,1
220289,156100899,20,1
220289,156700625,20,1
220289,159456794,20,1
220289,161813377,20,1
220289,161954157,20,1
220289,162687724,20,1
2228703,154493104,11,1
2228703,154529585,10,1
2228703,156126509,16,1
2228703,156321283,225,1
2228703,157110266,10,1
2228703,160016419,98,1
2228703,160188338,91,1
2228703,171579411,13,1
2246720,157554410,53,1
2246720,157555830,21,1
2246720,158243753,32,1
2246720,158630384,12,1
2246720,159529635,11,1
2246720,159907987,17,1
2246720,160027539,36,1
2247194,157054427,50,1
2247194,160357830,16,1
2247194,161186115,17,1
2247194,169184278,28,1
2266960,154493104,11,1
2266960,156321283,71,1
2266960,160016419,20,1
2266960,160188338,38,1
235439,154538868,35,1
235439,157619935,22,1
235439,159185828,17,1
235439,159247846,47,1
235439,189076620,20,1
23687103,156998260,15,1
23687103,161076568,11,1
23687103,162510967,21,1
23687103,162807645,26,1
239749,157815714,12,1
239749,158164079,12,1
239749,159520265,12,1
239749,159548357,12,1
239749,160019885,12,1
239749,160214870,12,1
239749,160579397,12,1
239749,162971133,10,1
2442739,156509788,100,1
2442739,159780799,89,1
2442739,160408685,98,1
2442739,162854165,100,1
2486521,161948031,17,1
2486521,162148279,26,1
2486521,162205352,38,1
2486521,162205379,27,1
2486521,163067472,12,1
249151,157571717,154,1
249151,159438885,27,1
249151,159638795,47,1
249151,160640346,165,1
249151,168258480,89,1
249151,168394163,28,1
249151,168744982,15,1
2567901,156099902,11,1
2567901,156100899,11,1
2567901,159456794,11,1
2567901,161813377,10,1
2567901,161954157,11,1
2567901,162687724,11,1
2710410,157570613,45,1
2710410,158337974,21,1
2710410,158884652,35,1
2710410,159119604,37,1
2710410,159128911,71,1
2710410,159204189,31,1
2710410,159311791,43,1
2710410,159318054,84,1
2710410,159450317,102,1
2710410,159513832,119,1
2710410,159518036,38,1
2710410,159530648,17,1
2710410,159589802,34,1
2710410,159659782,25,1
2710410,159788828,43,1
2710410,159949230,34,1
2710410,160057282,29,1
2710410,160307838,30,1
2710410,160794693,54,1
2710410,161578883,29,1
271879,158274333,257,1
271879,159086947,265,1
271879,159169588,239,1
271879,160126568,265,1
271879,160172193,261,1
271879,162984505,261,1
271879,163096896,261,1
28332,156948369,46,1
28332,158970173,81,1
28332,161633850,23,1
28332,180911872,22,1
28332,188152394,20,1
2864361,157121162,124,1
2864361,157167323,55,1
2864361,159121686,46,1
2864361,160329788,142,1
2898943,157803528,43,1
2898943,158155121,22,1
2898943,158409851,49,1
2898943,159127597,46,1
2985975,162582103,14,1
2985975,162597814,10,1
2985975,162874664,106,1
2985975,162998037,114,1
2985975,163017515,86,1
2985975,163023652,50,1
2985975,163087635,59,1
2985975,163088871,68,1
2985975,163096600,140,1
2985975,163103310,103,1
2995258,159178409,248,1
2995258,159195561,252,1
2995258,161318592,253,1
2995258,163025747,253,1
30351173,154550960,22,1
30351173,158887365,55,1
30351173,159148945,11,1
30351173,166488887,39,1
30351173,166505108,24,1
3066619,156730791,494,1
3066619,156920537,59,1
3066619,156920542,11,1
3066619,157489578,30,1
30676877,158724895,61,1
30676877,159964775,202,1
30676877,175656626,125,1
30676877,183618816,32,1
30685542,157508274,17,1
30685542,159806415,37,1
30685542,160878136,77,1
30685542,161792034,10,1
30685542,162675502,12,1
30928477,155418836,23,1
30928477,156002903,24,1
30928477,156282165,12,1
30928477,157692512,19,1
31004,154755213,17,1
31004,157514649,16,1
31004,159252491,12,1
31004,159380306,13,1
31004,159563999,10,1
31004,159564929,11,1
31004,159575740,11,1
31004,159585723,12,1
31004,159796032,12,1
31004,160150593,11,1
31004,160150815,12,1
31004,160397230,11,1
31004,161117836,11,1
31004,161911223,19,1
31004,161913814,16,1
31012670,156093525,33,1
31012670,159759861,14,1
31012670,159991265,24,1
31012670,162787999,18,1
31176371,158612791,95,1
31176371,160107769,36,1
31176371,160406408,39,1
31176371,160581063,29,1
31176371,160655519,12,1
31178340,155761207,145,1
31178340,156879806,24,1
31178340,156879812,36,1
31178340,156879813,42,1
31178340,156901046,11,1
31178340,156901120,22,1
31178340,160639178,20,1
31230251,159365919,50,1
31230251,161009126,12,1
31230251,161449625,75,1
31230251,162355748,67,1
31230251,162414157,72,1
31230251,162468028,154,1
31264752,158939563,65,1
31264752,160129845,65,1
31264752,160315333,65,1
31264752,160401398,65,1
31264752,160440732,65,1
31264752,160930798,65,1
31264752,160952655,65,1
31264752,161331151,65,1
31264752,161772019,65,1
314639,154538868,58,1
314639,156959620,12,1
314639,157619935,38,1
314639,159185828,16,1
314639,159247846,52,1
31532238,161800073,49,1
31532238,161801196,11,1
31532238,162843930,22,1
31532238,162972189,41,1
315569,156509788,91,1
315569,159780799,72,1
315569,160408685,96,1
315569,162854165,94,1
31594588,157770700,17,1
31594588,158687434,17,1
31594588,158948687,17,1
31594588,159487130,17,1
31650374,158969232,26,1
31650374,159399713,26,1
31650374,159784507,60,1
31650374,159814793,60,1
3179415,156509788,21,1
3179415,159780799,21,1
3179415,160408685,21,1
3179415,166472465,65,1
31944061,155917924,20,1
31944061,157208311,114,1
31944061,159130513,37,1
31944061,159178409,51,1
31944061,159195561,53,1
31944061,159493870,20,1
31944061,159620353,134,1
31944061,160397246,20,1
31944061,161318592,54,1
31944061,162861977,19,1
31944061,163025747,53,1
32128539,161941812,15,1
32128539,162273381,41,1
32128539,162846635,30,1
32128539,168196777,55,1
32145654,156704017,161,1
32145654,157770334,159,1
32145654,159939548,158,1
32145654,160385884,158,1
32145654,160541886,161,1
32145654,160764245,158,1
32145654,160833161,160,1
32145654,162249791,30,1
32145654,162593901,161,1
32145654,163081796,158,1
3249347,155370370,99,1
3249347,157489796,99,1
3249347,158308459,99,1
3249347,158559407,99,1
3249347,158872793,99,1
3249347,159146263,99,1
3249347,159382515,99,1
3249347,159482029,99,1
3249347,160159330,99,1
3249347,160712993,99,1
3249347,163015328,74,1
32766251,159085305,22,1
32766251,159958069,15,1
32766251,160021442,17,1
32766251,160084756,18,1
32766251,160084913,12,1
32766251,160086238,15,1
32766251,160319931,10,1
32766251,160433174,10,1
32766251,162477658,16,1
32766251,162976378,12,1
32956985,159178409,53,1
32956985,159195561,53,1
32956985,161318592,53,1
32956985,163025747,53,1
3322716,155148294,71,1
3322716,155182567,877,1
3322716,155801769,36,1
3322716,158790888,181,1
3322716,159463544,95,1
3322716,159892393,432,1
3322716,159893920,52,1
3322716,160344465,107,1
33353573,155150358,134,1
33353573,158301374,56,1
33353573,158509942,31,1
33353573,162749600,18,1
33560316,155370370,15,1
33560316,157489796,15,1
33560316,158308459,15,1
33560316,158559407,15,1
33560316,158872793,15,1
33560316,159146263,15,1
33560316,159382515,15,1
33560316,159482029,15,1
33560316,160159330,15,1
33560316,160712993,15,1
33856227,154597235,207,1
33856227,154615071,105,1
33856227,154671075,10,1
33856227,154712799,185,1
33856227,154717360,94,1
33856227,154763360,144,1
33856227,154813805,189,1
33856227,154838009,394,1
33856227,154989240,974,1
33856227,155010571,249,1
33856227,155121965,194,1
33856227,155147810,617,1
33856227,155363180,94,1
33856227,155424057,44,1
33856227,155742460,117,1
33856227,155771143,314,1
33856227,155819872,95,1
33856227,155820519,56,1
33856227,155850052,567,1
33856227,155856109,79,1
33856227,155913742,255,1
33856227,155917374,208,1
33856227,155931068,51,1
33856227,155980075,134,1
33856227,155983640,201,1
33856227,156018325,306,1
33856227,156028463,104,1
33856227,156033361,187,1
33856227,156035155,92,1
33856227,156078198,11,1
33856227,156138428,71,1
33856227,156270009,271,1
33856227,156282389,66,1
33856227,156311630,73,1
33856227,156342572,77,1
33856227,156382597,159,1
33856227,156444003,138,1
33856227,156463042,41,1
33856227,156467725,162,1
33856227,156478222,323,1
33856227,156480531,1869,1
33856227,156509788,126,1
33856227,156616353,5503,1
33856227,156658688,57,1
33856227,156661319,405,1
33856227,156667823,90,1
33856227,156667839,42,1
33856227,156673889,559,1
33856227,156703171,44,1
33856227,156704017,42,1
33856227,156719165,27,1
33856227,156756222,118,1
33856227,156769808,40,1
33856227,156798343,523,1
33856227,156807369,251,1
33856227,156869167,28,1
33856227,156889080,25,1
33856227,156930432,125,1
33856227,156937275,323,1
33856227,156960181,143,1
33856227,156969669,56,1
33856227,156982981,64,1
33856227,156992290,243,1
33856227,157014012,333,1
33856227,157020093,941,1
33856227,157121162,171,1
33856227,157161023,100,1
33856227,157167323,192,1
33856227,157197920,74,1
33856227,157325735,232,1
33856227,157368485,155,1
33856227,157419527,126,1
33856227,157448835,1306,1
33856227,157480311,88,1
33856227,157546787,88,1
33856227,157594321,267,1
33856227,157604611,24,1
33856227,157651662,147,1
33856227,157678545,17,1
33856227,157687463,425,1
33856227,157696577,213,1
33856227,157718135,229,1
33856227,157723350,241,1
33856227,157754425,103,1
33856227,157758736,717,1
33856227,157770334,41,1
33856227,157820262,28,1
33856227,157885752,320,1
33856227,157886825,105,1
33856227,158086619,239,1
33856227,158087879,238,1
33856227,158163333,247,1
33856227,158168778,252,1
33856227,158234447,577,1
33856227,158236549,83,1
33856227,158370385,240,1
33856227,158381912,242,1
33856227,158400936,339,1
33856227,158417001,452,1
33856227,158455758,556,1
33856227,158509452,12,1
33856227,158543820,167,1
33856227,158554292,39,1
33856227,158559740,20,1
33856227,158602361,128,1
33856227,158607753,145,1
33856227,158646660,162,1
33856227,158665519,22,1
33856227,158746802,429,1
33856227,158759262,280,1
33856227,158760958,124,1
33856227,158786105,10,1
33856227,158786960,89,1
33856227,158799126,173,1
33856227,158836388,605,1
33856227,158842661,73,1
33856227,158850010,294,1
33856227,158852338,373,1
33856227,158891279,54,1
33856227,158917853,25,1
33856227,158940956,227,1
33856227,158946324,19,1
33856227,158949318,231,1
33856227,158994460,305,1
33856227,159006965,17,1
33856227,159026018,380,1
33856227,159028277,22,1
33856227,159038833,715,1
33856227,159085783,88,1
33856227,159121686,123,1
33856227,159127167,127,1
33856227,159128339,96,1
33856227,159134580,132,1
33856227,159184527,42,1
33856227,159199789,387,1
33856227,159221036,24,1
33856227,159296595,510,1
33856227,159297420,159,1
33856227,159316122,454,1
33856227,159344054,968,1
33856227,159388579,12,1
33856227,159397770,231,1
33856227,159397782,283,1
33856227,159424113,22,1
33856227,159441260,232,1
33856227,159441679,228,1
33856227,159458833,30,1
33856227,159468149,133,1
33856227,159488793,114,1
33856227,159521693,24,1
33856227,159599432,1360,1
33856227,159619445,535,1
33856227,159648213,1317,1
33856227,159704758,125,1
33856227,159737790,136,1
33856227,159780799,121,1
33856227,159782991,12,1
33856227,159835287,460,1
33856227,159860820,174,1
33856227,159939548,41,1
33856227,160014931,56,1
33856227,160016378,127,1
33856227,160117157,14,1
33856227,160126546,373,1
33856227,160173010,76,1
33856227,160274010,41,1
33856227,160322463,700,1
33856227,160385884,41,1
33856227,160387935,346,1
33856227,160392844,230,1
33856227,160402966,50,1
33856227,160403541,92,1
33856227,160408685,124,1
33856227,160421144,32,1
33856227,160439742,63,1
33856227,160541886,41,1
33856227,160569132,115,1
33856227,160575531,269,1
33856227,160655031,73,1
33856227,160670935,232,1
33856227,160679452,229,1
33856227,160733548,319,1
33856227,160764245,42,1
33856227,160787838,49,1
33856227,160798078,258,1
33856227,160831698,202,1
33856227,160832766,20,1
33856227,160833161,41,1
33856227,160932876,21,1
33856227,160951266,52,1
33856227,161363847,457,1
33856227,161553230,364,1
33856227,161666464,280,1
33856227,161779426,54,1
33856227,161797140,409,1
33856227,162246464,142,1
33856227,162265442,120,1
33856227,162352794,11,1
33856227,162361432,15,1
33856227,162577022,65,1
33856227,162593901,40,1
33856227,162679716,13,1
33856227,162854165,131,1
33856227,162877226,111,1
33856227,162877807,64,1
33856227,163081796,42,1
33856227,164556687,168,1
33856227,164754526,267,1
33856227,165986378,19,1
33856227,166835644,73,1
33856227,167368170,49,1
33856227,168256397,113,1
33856227,170044741,106,1
33856227,171608954,130,1
33856227,174260616,49,1
33856227,174359339,45,1
33856227,174415504,130,1
33856227,174925520,115,1
33856227,175941322,164,1
33856227,176190740,1620,1
33856227,179028373,294,1
33856227,179106407,39,1
33856227,181623303,561,1
33856227,182498039,23,1
33856227,182498497,16,1
33856227,184878928,26,1
33856227,186678373,28,1
33856227,190598268,15,1
33856227,195374107,51,1
33856227,197302793,14,1
33861737,155973364,97,1
33861737,155973775,35,1
33861737,156246856,67,1
33861737,177488581,14,1
34240777,156318729,64,1
34240777,157581341,37,1
34240777,157666981,15,1
34240777,158690103,32,1
346774,157340162,16,1
346774,157543100,15,1
346774,157543158,11,1
346774,159455364,56,1
346774,159457300,28,1
346774,159705556,50,1
346774,161336112,16,1
3477005,156469375,28,1
3477005,156722816,51,1
3477005,157466080,12,1
3477005,157628027,10,1
35269915,159087365,60,1
35269915,159896138,93,1
35269915,171084638,15,1
35269915,198060334,10,1
3531170,154538868,49,1
3531170,157619935,14,1
3531170,159247846,62,1
3531170,189076620,18,1
35405138,159168281,19,1
35405138,160454968,11,1
35405138,162436643,323,1
35405138,164144124,35,1
35405138,165012474,707,1
35628131,156099902,23,1
35628131,156100899,23,1
35628131,156700625,23,1
35628131,158057967,32,1
35628131,159456794,23,1
35628131,161813377,23,1
35628131,161954157,23,1
35628131,162687724,23,1
360543,155370370,134,1
360543,157489796,134,1
360543,158308459,134,1
360543,158559407,134,1
360543,158872793,134,1
360543,159146263,135,1
360543,159382515,134,1
360543,159482029,134,1
360543,160159330,134,1
360543,160712993,134,1
360543,163015328,143,1
36295914,156509788,26,1
36295914,158836388,17,1
36295914,159633310,76,1
36295914,159780799,25,1
36295914,160408685,26,1
36295914,162124911,92,1
36295914,162279183,92,1
36295914,162854165,26,1
36341192,155054990,21,1
36341192,156431043,76,1
36341192,158812000,15,1
36341192,164241460,151,1
367291,154538868,67,1
367291,156959620,12,1
367291,157619935,29,1
367291,159247846,71,1
367291,189076620,19,1
368342,160574843,512,1
368342,162488444,46,1
368342,162585023,61,1
368342,162846324,245,1
368342,197209042,78,1
368342,197209184,104,1
37258928,159012455,11,1
37258928,160260212,14,1
37258928,160584308,10,1
37258928,160836355,11,1
37258928,161458788,26,1
37295257,156755311,15,1
37295257,157576092,46,1
37295257,160189797,25,1
37295257,162601568,23,1
37553385,154538868,92,1
37553385,157619935,28,1
37553385,159247846,121,1
37553385,189076620,52,1
37761268,156975464,424,1
37761268,157362689,24,1
37761268,159133455,105,1
37761268,162744722,77,1
37934145,156855359,24,1
37934145,159674667,38,1
37934145,162783873,16,1
37934145,162807414,28,1
37959082,155684432,46,1
37959082,156825014,16,1
37959082,157573264,16,1
37959082,203873845,40,1
38142616,161979952,15,1
38142616,162250333,40,1
38142616,162971776,15,1
38142616,174341734,27,1
3827967,161162757,11,1
3827967,161570185,83,1
3827967,162490531,10,1
3827967,162555953,89,1
3832251,157307082,61,1
3832251,158301374,12,1
3832251,158424690,12,1
3832251,160354914,21,1
3832251,161302636,26,1
3832251,162566905,27,1
38692275,154818044,11,1
38692275,158338919,48,1
38692275,158666608,41,1
38692275,160820971,548,1
38782239,155004638,29,1
38782239,156793046,55,1
38782239,157002656,27,1
38782239,159189375,114,1
39033759,157130528,29,1
39033759,157210578,26,1
39033759,162026649,54,1
39033759,162180621,16,1
39033759,162217295,12,1
39646159,160957997,14,1
39646159,160962112,82,1
39646159,161383652,13,1
39646159,161669374,31,1
39646159,161943980,22,1
39646159,162058886,13,1
39646159,162409932,57,1
39646159,162583812,43,1
39646159,162806121,37,1
40032644,154551643,26,1
40032644,155457248,10,1
40032644,155792515,13,1
40032644,156081960,19,1
40032644,156695310,58,1
40032644,156930432,87,1
40032644,156937275,17,1
40032644,157256216,19,1
40032644,157285889,10,1
40032644,157296109,25,1
40032644,157554410,15,1
40032644,157656400,14,1
40032644,157803765,14095,1
40032644,158018424,18,1
40032644,158121959,11,1
40032644,158234447,19,1
40032644,158254625,108,1
40032644,158563362,26,1
40032644,158746802,35,1
40032644,158994460,14,1
40032644,159095858,24,1
40032644,159186419,33,1
40032644,159295964,13,1
40032644,160421144,10,1
40032644,160687144,49,1
40032644,162317639,23,1
40032644,162574054,11,1
40032644,162614286,20,1
40032644,163001925,18,1
40032644,163024877,147,1
40032644,163094748,225,1
40032644,170461434,32,1
40032644,171608954,15,1
40032644,181940596,30,1
40146756,155351968,18,1
40146756,155689622,10,1
40146756,155691799,10,1
40146756,155738250,10,1
4032239,157571717,59,1
4032239,160640346,68,1
4032239,168258480,15,1
4032239,168394163,11,1
40554061,159462414,10,1
40554061,159665831,33,1
40554061,160582005,32,1
40554061,161970594,76,1
40557368,154538868,30,1
40557368,157619935,11,1
40557368,159247846,37,1
40557368,189076620,14,1
405856,159500183,24,1
405856,159826325,25,1
405856,160109012,25,1
405856,160152207,25,1
40618332,159675039,19,1
40618332,161823643,14,1
40618332,162305068,18,1
40618332,162778189,13,1
40618332,162969366,27,1
40973715,156939932,77,1
40973715,158470032,49,1
40973715,159473870,59,1
40973715,160145745,98,1
40973715,162722382,67,1
